,status,time,LoanOriginalAmount2,IsBorrowerHomeowner
1039,0,1001,1.9,0
1040,0,1096,1.3,1
1041,1,486,0.255,1
1042,0,354,0.1,1
1043,0,609,0.1,1
1044,1,244,0.3031,1
1045,1,241,0.45,1
1046,0,1075,0.43,0
1047,0,1096,0.55,1
1048,0,1066,1.2,0
1049,0,1096,0.25,1
1050,0,253,0.3,0
1051,0,776,0.5099,1
1052,1,182,1.0001,0
1053,0,20,0.45,0
1054,1,455,0.34,1
1055,0,172,1.0,0
1056,0,70,0.1,0
1057,0,254,1.5,0
1058,0,1096,0.4,1
1059,1,547,0.1,1
1060,0,968,0.5,1
1061,0,257,0.2,1
1062,0,1035,1.5,0
1063,0,1096,0.3,0
1064,0,335,0.5,1
1065,0,1107,0.6,0
1066,1,272,0.3,1
1067,0,825,0.3,1
1068,0,808,1.0,0
1069,0,121,0.15,0
1070,1,333,0.6,1
1071,0,639,0.49,1
1072,0,201,0.1036,0
1073,0,1096,0.1,0
1074,0,1096,0.3,1
1075,0,118,0.75,1
1076,0,1096,0.275,1
1077,0,1096,0.3,1
1078,1,303,0.255,1
1079,1,424,1.3,0
1080,0,114,0.1,1
1081,1,242,0.3,1
1082,0,1084,0.1,1
1083,0,1096,0.15,1
1084,0,388,1.79,0
1085,0,1096,0.3,0
1086,0,1096,0.46,1
1087,0,1100,0.475,0
1088,0,1096,0.96,0
1089,0,642,0.3,1
1090,1,303,0.1782,1
1091,1,363,0.3,1
1092,1,333,0.11,1
1093,0,357,0.27,1
1094,0,21,0.1,1
1095,1,151,0.2,1
1096,0,1096,1.1,0
1097,0,1096,0.1,1
1098,1,213,0.45,1
1099,0,61,0.49,0
1100,1,364,0.8,1
1101,1,151,0.2025,1
1102,0,1096,0.45,0
1103,1,244,0.65,0
1104,1,213,0.3,0
1105,0,763,0.2,0
1106,0,1053,0.2,1
1107,0,1096,0.31,1
1108,1,363,0.305,1
1109,1,242,0.255,1
1110,1,486,0.255,1
1111,1,182,0.26,1
1112,0,600,0.3,1
1113,0,1096,1.0001,1
1114,1,425,0.35,0
1115,1,333,0.1525,1
1116,1,425,0.36,1
1117,0,1096,0.3,1
1118,0,178,0.6001,1
1119,0,889,0.3,1
1120,1,183,0.14,0
1121,1,274,1.6,0
1122,0,1096,0.15,1
1123,1,272,1.2,0
1124,0,140,0.255,1
1125,1,516,0.5,1
1126,0,516,0.5,0
1127,0,626,2.5,0
1128,0,643,0.75,1
1129,0,1096,0.5,0
1130,0,377,0.3,1
1131,1,274,0.105,1
1132,0,371,0.3,1
1133,1,304,0.2526,1
1134,1,456,0.15,1
1135,0,308,0.99,0
1136,0,211,0.1,1
1137,0,1096,0.155,0
1138,1,333,0.2025,1
1139,0,379,0.4001,0
1140,0,1096,0.11,1
1141,0,769,0.12,1
1142,0,489,0.5,1
1143,0,346,0.8,0
1144,0,690,0.15,1
1145,0,910,0.65,1
1146,1,182,0.65,1
1147,0,550,0.3001,1
1148,0,736,0.15,1
1149,0,953,0.1,1
1150,1,303,0.45,0
1151,0,456,0.3,1
1152,1,424,0.13,1
1153,0,781,0.1,1
1154,0,273,0.5,0
1155,0,280,0.255,0
1156,0,946,0.1,1
1157,1,456,0.5,1
1158,1,213,0.65,0
1159,1,241,0.11,1
1160,0,1096,0.52,1
1161,0,81,0.1,0
1162,0,105,0.2,1
1163,0,57,0.1,0
1164,0,1096,1.65,1
1165,1,182,0.3,0
1166,0,1001,0.2025,1
1167,0,1166,0.12,0
1168,0,61,0.2,1
1169,1,213,0.1,1
1170,0,352,0.2,1
1171,0,497,0.15,1
1172,0,1096,0.23,0
1173,1,151,0.32,1
1174,0,346,1.05,1
1175,0,1096,0.5,1
1176,1,608,0.35,1
1177,0,310,0.8,1
1178,0,1096,0.25,0
1179,0,669,0.9,1
1180,1,1220,1.0,1
1181,0,537,0.5,1
1182,0,957,0.75,0
1183,0,1073,0.25,1
1184,0,910,0.15,1
1185,1,183,0.5,1
1186,1,242,0.135,1
1187,0,177,0.15,1
1188,0,1096,1.5,1
1189,0,1096,0.35,0
1190,0,1096,0.322,1
1191,1,244,0.27,1
1192,0,1096,0.61,0
1193,0,805,1.0,1
1194,0,1096,0.479,0
1195,0,121,0.25,1
1196,0,142,0.6001,1
1197,0,1096,0.26,1
1198,0,155,0.35,1
1199,0,1096,0.36,0
1200,0,1030,0.5,1
1201,1,213,0.3,0
1202,0,1006,0.2,0
1203,1,915,1.5,0
1204,0,287,0.5,0
1205,1,1220,0.1,1
1206,1,304,0.35,1
1207,0,183,0.1,1
1208,0,1096,0.3,0
1209,0,617,0.45,0
1210,1,943,0.68,0
1211,1,396,1.975,1
1212,1,333,0.5,1
1213,0,1096,0.31,0
1214,0,1096,0.36,1
1215,1,333,0.1,1
1216,0,645,0.3,0
1217,0,351,0.3,1
1218,0,658,0.35,1
1219,0,1096,0.25,1
1220,0,1048,0.4,0
1221,0,809,0.1,0
1222,0,1096,0.5,1
1223,0,382,0.255,1
1224,0,662,0.8,0
1225,0,162,0.39,0
1226,1,424,0.3,1
1227,0,957,0.35,1
1228,0,1096,0.35,1
1229,0,1096,0.15,1
1230,1,975,0.1,1
1231,0,945,0.65,1
1232,0,482,1.0,1
1233,0,1096,0.25,1
1234,0,1096,0.65,0
1235,0,1096,0.3,0
1236,0,1064,1.0,1
1237,0,474,0.4,1
1238,0,29,0.5,1
1239,0,507,0.85,0
1240,0,945,0.5,1
1241,0,375,0.3,1
1242,0,1096,0.85,0
1243,0,595,0.305,1
1244,0,265,1.0,1
1245,0,194,0.1,1
1246,0,772,1.0,1
1247,0,883,0.3001,1
1248,0,1096,0.5,0
1249,0,946,0.5,1
1250,0,126,0.2525,0
1251,0,1096,0.2,1
1252,0,208,0.305,0
1253,0,218,2.1,1
1254,0,586,0.85,1
1255,0,842,0.4,1
1256,0,1096,0.1,1
1257,0,846,0.6,1
1258,1,486,0.255,1
1259,0,1096,0.18,1
1260,0,1096,0.35,1
1261,1,152,0.2,1
1262,1,274,0.3001,1
1263,1,182,1.0,0
1264,0,147,1.5,1
1265,1,211,0.17,1
1266,0,1096,0.1,1
1267,0,1096,0.17,1
1268,1,272,0.3,0
1269,1,274,0.5,1
1270,0,30,0.5,1
1271,0,198,0.3,0
1272,0,1164,0.4175,1
1273,0,1096,0.1,0
1274,0,415,0.4,1
1275,0,1096,0.35,1
1276,0,303,0.12,0
1277,1,302,0.35,1
1278,0,1096,0.3869,0
1279,0,661,0.3,1
1280,0,1096,0.5,0
1281,0,1096,0.255,1
1282,0,260,0.35,0
1283,0,168,0.4,0
1284,0,98,0.3,1
1285,0,793,1.2,1
1286,1,151,0.285,1
1287,1,824,0.35,1
1288,0,1096,0.1,1
1289,0,621,0.255,1
1290,0,651,0.255,1
1291,0,674,1.0,0
1292,0,401,0.5,1
1293,0,282,0.3001,0
1294,1,243,0.7,1
1295,0,3,0.1,0
1296,0,581,0.5,1
1297,0,771,0.3,1
1298,0,32,0.1,0
1299,1,455,0.6,0
1300,0,539,2.4,1
1301,0,1096,0.225,0
1302,1,944,1.5,0
1303,1,211,0.2,0
1304,0,1096,0.2,1
1305,1,182,0.4,1
1306,0,1096,0.5,1
1307,1,364,0.2,1
1308,0,1096,0.12,1
1309,1,274,0.35,1
1310,0,1096,0.35,1
1311,0,1066,0.15,1
1312,0,880,0.1,1
1313,0,1096,0.4,1
1314,0,1035,0.25,0
1315,1,760,0.8,0
1316,0,1096,0.6,1
1317,0,1096,0.3,0
1318,0,1096,0.3001,1
1319,1,272,0.1,1
1320,0,608,1.5,1
1321,0,381,0.1,0
1322,0,1096,0.405,1
1323,0,620,0.5,0
1324,0,40,0.1,1
1325,0,852,0.15,1
1326,1,335,0.5,1
1327,0,924,0.3,1
1328,0,436,0.255,1
1329,1,274,0.61,1
1330,0,1105,0.29,0
1331,0,1096,0.12,1
1332,0,1096,0.3,0
1333,0,1095,0.3,1
1334,0,315,0.3,1
1335,0,652,0.6001,1
1336,0,37,0.15,1
1337,0,865,0.19,0
1338,1,335,0.25,1
1339,1,1036,0.3,0
1340,0,1107,1.15,1
1341,0,310,1.5,1
1342,0,637,0.8,1
1343,0,294,0.23,1
1344,1,242,0.5,1
1345,0,990,0.3,1
1346,0,323,0.26,1
1347,0,180,0.14,1
1348,0,307,0.3001,1
1349,1,486,1.325,0
1350,0,1096,0.75,1
1351,0,15,0.5051,0
1352,0,416,0.14,0
1353,0,1096,0.1,0
1354,1,183,0.2,1
1355,1,333,0.15,1
1356,0,1096,0.22,0
1357,0,1096,1.5,0
1358,0,112,0.9,0
1359,0,658,0.6,1
1360,1,394,0.3,1
1361,0,1096,0.1,1
1362,1,244,1.0,1
1363,0,43,0.8,0
1364,0,264,0.45,1
1365,0,567,0.3001,1
1366,1,396,0.5875,1
1367,0,639,0.3,0
1368,0,1096,0.75,0
1369,1,669,1.5,0
1370,0,609,0.4,1
1371,0,465,0.2,1
1372,1,152,0.26,0
1373,0,955,0.3,1
1374,0,754,0.7999,0
1375,0,315,0.1,1
1376,0,1096,1.3,0
1377,1,364,0.33,1
1378,1,424,0.255,1
1379,0,917,0.5,0
1380,1,305,0.3,1
1381,0,224,0.3,0
1382,0,1072,0.3001,1
1383,0,155,0.1,1
1384,0,1096,0.7,0
1385,0,747,0.225,1
1386,0,191,0.6001,0
1387,0,987,1.0,0
1388,0,1096,0.5,0
1389,0,789,0.12,1
1390,0,1096,0.46,1
1391,0,1096,0.2536,1
1392,1,578,0.2,1
1393,1,273,0.3,0
1394,0,1096,1.25,1
1395,0,54,0.2355,1
1396,0,1014,0.22,1
1397,0,1096,0.255,1
1398,0,1096,0.45,1
1399,0,900,0.25,1
1400,0,65,0.14,0
1401,0,489,0.3,1
1402,0,1096,0.65,1
1403,1,394,0.2,1
1404,0,1096,2.5,0
1405,0,1096,0.1,1
1406,0,323,0.1,1
1407,0,398,0.36,1
1408,0,553,0.1,1
1409,1,394,0.5,1
1410,0,322,2.5,0
1411,1,304,0.3001,1
1412,0,992,0.65,1
1413,0,554,0.25,0
1414,0,975,0.25,1
1415,0,822,1.5,1
1416,0,1096,0.3,1
1417,1,303,0.4,0
1418,1,531,0.3,1
1419,1,425,0.255,1
1420,0,1157,0.65,1
1421,0,1070,0.5,1
1422,1,366,0.25,0
1423,0,125,0.12,1
1424,1,242,0.2,1
1425,0,1096,0.6,0
1426,0,1096,0.15,1
1427,0,171,0.1001,1
1428,0,360,1.0,0
1429,1,242,0.3,1
1430,0,1096,0.37,1
1431,1,271,1.0,1
1432,0,1015,0.3001,1
1433,0,335,0.3001,1
1434,0,1096,0.185,1
1435,0,1096,0.55,1
1436,0,1096,0.25,1
1437,1,333,0.35,0
1438,0,1096,0.3,0
1439,0,516,0.25,0
1440,0,1096,0.15,1
1441,0,1096,0.4,1
1442,0,1096,0.25,1
1443,1,394,1.05,1
1444,0,982,0.1,1
1445,0,85,0.1,1
1446,0,1096,0.5,1
1447,0,1096,0.4,1
1448,0,782,0.1,0
1449,0,1096,0.3,0
1450,0,1096,0.2,1
1451,0,759,0.2,0
1452,0,511,0.1,0
1453,0,115,0.5,0
1454,1,213,0.37,1
1455,0,469,0.2,1
1456,0,176,2.5,0
1457,0,78,0.8,1
1458,0,1158,0.33,1
1459,1,305,1.0,0
1460,0,1096,0.25,0
1461,0,1096,0.275,1
1462,0,693,0.3,0
1463,1,791,0.85,1
1464,0,145,1.7725,0
1465,0,33,0.1,0
1466,1,272,0.1,1
1467,0,1096,0.2,1
1468,1,151,0.15,1
1469,0,752,0.4,1
1470,1,516,0.3,1
1471,0,49,0.1,1
1472,0,516,1.25,0
1473,0,118,0.3,1
1474,0,1096,0.95,0
1475,0,1096,0.5,1
1476,1,243,0.35,0
1477,1,364,0.32,0
1478,0,696,0.5,0
1479,0,951,0.1,1
1480,1,395,1.0,1
1481,1,668,1.6,1
1482,0,188,0.1275,1
1483,0,835,2.5,0
1484,0,1096,0.2,1
1485,1,182,0.35,1
1486,1,244,0.5,1
1487,0,92,1.5,1
1488,0,945,0.1,1
1489,0,280,0.2,0
1490,0,1096,1.2,1
1491,0,580,0.7,1
1492,1,394,0.348,0
1493,0,574,0.5,0
1494,0,595,0.8,0
1495,0,735,0.4,1
1496,0,383,0.3,1
1497,1,395,0.6001,1
1498,0,876,0.3,1
1499,0,1096,2.0,0
1500,0,1004,0.5,0
1501,0,1096,0.37,1
1502,0,1096,1.6,0
1503,0,405,0.6001,1
1504,0,118,0.4,1
1505,0,480,0.65,1
1506,1,547,0.555,1
1507,0,1096,0.5,1
1508,0,770,0.46,1
1509,0,999,0.3,0
1510,1,486,0.95,1
1511,0,245,1.2,1
1512,0,1012,0.5,1
1513,0,801,0.2,1
1514,0,819,0.1,1
1515,0,792,1.0,0
1516,0,539,0.15,0
1517,0,385,0.3,1
1518,0,294,0.24,1
1519,0,1058,0.1,1
1520,0,390,0.556,0
1521,0,329,0.3,0
1522,1,456,1.0,0
1523,1,699,0.28,0
1524,0,1096,0.3001,0
1525,0,1103,0.12,1
1526,0,288,0.1,0
1527,1,854,0.4,0
1528,0,1096,0.4,1
1529,1,213,0.255,1
1530,0,64,0.7077,1
1531,0,1096,1.0,1
1532,0,1096,0.1,1
1533,1,333,1.5,0
1534,0,512,0.6001,0
1535,0,524,0.3,1
1536,0,133,0.3,0
1537,0,932,0.6,1
1538,1,885,0.5,0
1539,0,916,0.35,1
1540,1,547,0.27,1
1541,0,277,0.5,0
1542,0,354,0.5,1
1543,0,1096,0.4,1
1544,0,1160,0.1,1
1545,0,569,0.1,1
1546,0,1087,0.255,1
1547,0,975,0.3,0
1548,0,821,0.1,1
1549,0,665,0.6,1
1550,1,152,0.255,1
1551,0,678,0.35,1
1552,0,314,1.0,1
1553,1,333,0.13,1
1554,0,830,0.1,1
1555,0,1096,0.6001,1
1556,0,342,0.3,1
1557,0,1096,0.2,0
1558,1,152,0.4,1
1559,0,1096,0.3,1
1560,1,639,0.255,1
1561,0,1096,1.6,1
1562,0,275,0.5,1
1563,0,224,0.55,0
1564,0,1096,0.16,1
1565,1,585,0.8,1
1566,0,731,0.3,0
1567,0,1096,1.0,1
1568,0,998,0.7,0
1569,0,450,0.1225,1
1570,1,547,0.3,1
1571,0,92,0.1,0
1572,0,932,1.2,0
1573,0,1097,0.1,1
1574,0,1087,0.4,1
1575,0,1091,0.5,0
1576,1,333,0.3,0
1577,1,243,0.15,1
1578,1,152,0.28,1
1579,0,1096,1.7,0
1580,0,1096,0.25,1
1581,0,15,0.15,1
1582,0,217,0.75,0
1583,0,365,0.1,1
1584,0,951,0.1,1
1585,1,1220,0.3,1
1586,0,1096,0.3001,1
1587,0,970,0.45,1
1588,0,1096,0.3,1
1589,0,477,0.1,1
1590,1,486,0.25,1
1591,0,1127,0.7,0
1592,1,272,0.15,1
1593,0,1096,0.25,1
1594,1,425,1.0,1
1595,0,949,0.26,1
1596,1,333,0.5,1
1597,0,1096,1.0,0
1598,0,529,0.26,1
1599,1,152,0.9,1
1600,1,182,0.1,1
1601,0,335,0.1,0
1602,1,364,0.3,0
1603,1,303,0.255,1
1604,0,724,0.15,1
1605,0,978,0.73,1
1606,0,1093,0.6001,0
1607,0,943,0.45,1
1608,1,1036,0.255,1
1609,0,1010,0.375,1
1610,0,1096,0.2,0
1611,0,1127,0.5,1
1612,0,938,0.8,0
1613,1,333,0.6,1
1614,1,384,0.65,0
1615,0,1096,0.25,0
1616,0,443,0.35,0
1617,0,64,0.1,1
1618,0,924,0.6,1
1619,1,1003,0.35,1
1620,0,167,1.5,1
1621,0,1036,0.4,1
1622,0,1139,2.0,0
1623,0,41,0.85,1
1624,0,537,0.5,0
1625,0,200,0.41,1
1626,1,397,0.2999,0
1627,0,1096,0.1,1
1628,0,1096,0.5,1
1629,1,272,0.25,0
1630,0,144,0.45,0
1631,0,498,0.575,1
1632,1,213,1.2,0
1633,0,685,0.6,1
1634,1,243,0.255,1
1635,0,818,0.25,0
1636,1,363,0.6001,1
1637,0,156,0.5055,1
1638,0,396,0.2,1
1639,1,303,0.35,0
1640,0,352,0.97,1
1641,0,486,0.495,1
1642,0,430,0.255,1
1643,0,256,0.7,1
1644,1,242,0.12,1
1645,1,427,0.6,1
1646,1,303,0.6001,1
1647,0,383,2.5,1
1648,0,1096,0.255,1
1649,1,213,0.2,1
1650,1,213,0.3,1
1651,0,958,0.26,1
1652,1,333,0.25,0
1653,0,1063,1.0,1
1654,0,1096,0.155,1
1655,1,182,0.54,1
1656,0,1105,0.43,1
1657,0,1098,0.15,1
1658,1,425,0.3,0
1659,0,614,0.425,0
1660,1,977,0.3001,1
1661,0,1096,0.85,0
1662,0,349,0.258,1
1663,1,333,0.125,1
1664,0,1096,1.02,1
1665,0,218,0.29,1
1666,0,1096,0.3,1
1667,0,1072,1.0,0
1668,0,268,0.35,1
1669,0,1066,0.1001,1
1670,1,608,0.15,1
1671,1,395,0.31,0
1672,0,1094,0.25,1
1673,0,207,0.9,0
1674,1,486,0.75,0
1675,0,1041,0.5,1
1676,0,146,0.9,1
1677,0,1096,1.5,0
1678,1,425,2.0,0
1679,1,243,0.2,1
1680,1,303,0.8,0
1681,1,272,1.33,0
1682,0,496,0.25,1
1683,1,241,0.1,1
1684,0,924,0.1,1
1685,1,274,0.1,1
1686,1,303,0.255,1
1687,0,701,1.5,1
1688,0,379,1.0,1
1689,1,183,0.5,0
1690,0,1035,0.265,1
1691,1,274,0.2,1
1692,1,333,0.5,1
1693,0,1096,0.5,0
1694,1,272,0.1,1
1695,1,152,1.25,0
1696,0,1096,0.7,1
1697,0,930,0.62,0
1698,1,213,0.35,1
1699,0,1065,0.5,0
1700,0,882,0.3,1
1701,0,214,0.11,1
1702,0,1096,0.1,0
1703,1,182,0.21,1
1704,0,1066,0.2108,1
1705,1,1111,0.17,0
1706,0,1030,0.3,1
1707,0,175,1.2,0
1708,1,486,0.3,1
1709,1,596,0.35,1
1710,1,212,0.2,1
1711,0,737,0.6001,1
1712,0,1061,0.56,0
1713,0,1045,0.5,1
1714,0,200,0.1,0
1715,0,197,1.0,1
1716,1,427,0.29,1
1717,1,183,0.255,1
1718,0,107,0.1,0
1719,0,1096,0.2,1
1720,0,485,0.5,1
1721,1,486,0.6001,1
1722,0,1096,0.1,1
1723,1,182,0.5,1
1724,0,201,0.35,0
1725,0,1096,0.3001,1
1726,0,367,0.31,1
1727,0,949,0.17,1
1728,0,1096,0.28,0
1729,0,1096,0.3,1
1730,1,274,0.6001,1
1731,0,1037,0.1,0
1732,1,274,0.3001,0
1733,0,464,0.7,1
1734,0,1096,1.0001,0
1735,0,54,2.5,1
1736,0,110,0.1,0
1737,1,152,2.0,0
1738,0,95,0.1,1
1739,0,1096,0.1,1
1740,1,182,0.255,0
1741,0,2,0.1,0
1742,1,1066,0.75,0
1743,0,1096,0.4,0
1744,0,1096,0.6,1
1745,0,141,2.0,0
1746,0,139,0.3,1
1747,0,701,2.5,1
1748,1,305,0.4,0
1749,0,460,2.5,0
1750,0,1096,2.5,0
1751,0,1096,0.2501,1
1752,0,1096,0.65,1
1753,0,333,0.55,0
1754,1,183,0.1,1
1755,1,699,0.3,1
1756,1,700,0.61,1
1757,0,1092,1.5,1
1758,0,140,0.6001,0
1759,1,304,0.5,1
1760,0,1096,0.55,1
1761,0,1096,0.4,0
1762,0,1088,0.3001,1
1763,0,1119,2.0,0
1764,0,202,0.3,0
1765,0,548,0.65,1
1766,0,472,0.75,1
1767,0,1096,0.5,1
1768,0,1096,0.4084,1
1769,0,861,0.55,1
1770,0,371,2.5,0
1771,0,167,0.2999,1
1772,0,452,0.9,1
1773,1,1006,0.3,1
1774,0,920,0.162,1
1775,1,243,0.28,1
1776,0,1096,0.1,0
1777,0,825,0.4,0
1778,1,182,0.12,0
1779,0,728,0.15,0
1780,0,1096,1.4,0
1781,0,1096,0.3,0
1782,0,878,1.5,0
1783,0,1096,0.26,1
1784,1,364,0.23,0
1785,0,86,0.3,1
1786,1,212,0.13,1
1787,0,1059,1.0,0
1788,1,639,0.1,0
1789,0,1096,0.18,1
1790,1,213,0.255,1
1791,0,1096,0.25,1
1792,0,1096,0.5,1
1793,0,219,0.45,1
1794,0,310,0.9895,0
1795,0,1096,0.1025,1
1796,0,304,0.3,1
1797,0,224,1.5,1
1798,1,305,0.3001,1
1799,0,153,0.4,0
1800,0,169,0.85,1
1801,0,1050,0.7,1
1802,1,395,0.78,0
1803,1,333,0.5,0
1804,0,1096,0.3,0
1805,0,1096,0.4,1
1806,0,1096,0.1,1
1807,0,770,0.36,1
1808,0,1096,0.3,1
1809,1,699,0.48,1
1810,0,1096,0.3,0
1811,0,376,0.495,1
1812,0,114,0.25,1
1813,1,574,0.255,1
1814,0,1098,0.6,1
1815,0,73,0.1,1
1816,0,123,0.2,1
1817,0,1128,0.3,1
1818,0,1096,0.5,1
1819,1,455,0.1,1
1820,0,568,0.1,0
1821,0,19,0.4,0
1822,0,163,0.2,0
1823,0,1096,0.2501,0
1824,1,914,1.5,1
1825,0,1096,0.9,0
1826,0,1096,0.15,1
1827,0,1025,0.15,1
1828,0,1096,1.0,0
1829,0,37,0.5,1
1830,0,600,0.2679,1
1831,0,270,0.33,1
1832,0,1096,1.261,0
1833,0,292,0.1,0
1834,1,151,0.1,1
1835,0,384,0.48,1
1836,0,1096,0.8,1
1837,0,1096,0.7,1
1838,0,1035,0.3,0
1839,0,1096,0.12,1
1840,0,1096,0.3,1
1841,0,935,0.3,1
1842,0,1096,0.75,0
1843,0,28,0.1,1
1844,0,447,0.1,0
1845,0,308,0.255,1
1846,1,272,0.26,1
1847,0,904,0.65,0
1848,0,966,0.75,1
1849,0,96,0.3,1
1850,0,128,0.15,1
1851,0,479,0.25,1
1852,0,807,0.255,1
1853,1,152,0.35,1
1854,0,816,0.15,1
1855,0,7,0.1,0
1856,0,741,0.4,0
1857,0,85,0.2,0
1858,0,1096,0.5,0
1859,0,634,0.1,1
1860,0,1096,0.2,1
1861,0,783,0.299,1
1862,0,1096,0.7,1
1863,0,603,0.2,1
1864,1,425,1.0,1
1865,0,606,2.2,0
1866,0,998,0.4,1
1867,0,1096,0.3001,0
1868,1,761,1.2,1
1869,0,1096,0.35,1
1870,0,1096,0.1025,0
1871,0,990,0.25,0
1872,0,183,0.1,0
1873,0,61,0.4,0
1874,0,1096,0.3,1
1875,0,173,0.425,0
1876,0,358,1.1,0
1877,1,363,2.2,0
1878,0,181,0.25,1
1879,0,863,0.3,1
1880,0,1035,0.3,0
1881,0,379,1.0,0
1882,1,639,0.1,1
1883,0,953,0.4,1
1884,0,252,0.13,1
1885,0,383,0.5,0
1886,0,1037,0.1,1
1887,0,195,0.4,1
1888,0,180,0.3,0
1889,0,1096,0.125,1
1890,0,811,0.1,1
1891,1,333,0.28,0
1892,0,441,1.0,1
1893,0,1096,0.25,1
1894,0,1072,0.13,1
1895,0,72,0.6,0
1896,0,859,0.2,1
1897,0,722,1.0,1
1898,0,1105,0.25,0
1899,0,1096,0.4,1
1900,1,302,0.2,1
1901,0,629,0.5,1
1902,0,974,0.9,1
1903,0,784,0.33,1
1904,0,1096,0.1,1
1905,0,542,0.25,0
1906,1,244,2.0,0
1907,0,893,0.3,1
1908,0,905,0.75,0
1909,0,1090,0.2,1
1910,0,23,0.255,1
1911,0,232,1.0,1
1912,0,1096,1.0,1
1913,1,732,1.5,0
1914,0,618,0.5,0
1915,0,1096,0.5,0
1916,0,1096,0.63,0
1917,0,1088,1.0,1
1918,0,517,0.1,0
1919,1,517,0.1,1
1920,0,1096,0.51,0
1921,0,646,0.185,0
1922,0,217,1.0,0
1923,0,1096,1.2,1
1924,0,1096,0.31,1
1925,1,386,0.23,1
1926,0,1096,0.5,1
1927,1,394,0.5,0
1928,1,274,1.25,0
1929,0,1096,0.45,1
1930,0,719,0.5,1
1931,0,731,0.255,1
1932,0,277,1.2,0
1933,0,554,0.6001,1
1934,0,570,0.5,1
1935,0,350,0.335,0
1936,1,213,0.15,1
1937,0,871,0.25,0
1938,0,241,0.62,1
1939,1,364,0.25,1
1940,1,151,0.2,0
1941,0,547,0.1,1
1942,0,171,1.0,1
1943,1,425,0.35,1
1944,0,1183,0.35,1
1945,0,190,0.255,0
1946,0,1096,0.1,1
1947,0,943,1.3,1
1948,0,207,1.7,0
1949,0,558,0.75,1
1950,1,425,0.2,1
1951,0,1096,1.45,1
1952,0,952,0.1,1
1953,0,1096,0.5,1
1954,0,1096,0.5,0
1955,1,880,1.0,1
1956,0,398,0.2,1
1957,0,183,0.11,1
1958,1,336,0.35,0
1959,0,397,1.14,1
1960,0,310,0.3,0
1961,0,1096,0.5,1
1962,0,463,0.3,1
1963,0,338,0.1,1
1964,0,559,0.2,0
1965,1,547,0.3,1
1966,0,1096,0.3,1
1967,0,974,1.0,1
1968,0,567,0.3,1
1969,0,331,1.5,1
1970,0,399,0.1,1
1971,1,394,0.2,1
1972,1,272,0.25,1
1973,1,303,1.4,0
1974,0,1096,0.6,1
1975,0,251,0.5,1
1976,0,452,0.255,1
1977,0,8,0.5,0
1978,0,1096,0.15,1
1979,0,643,0.25,1
1980,1,213,0.3,1
1981,0,667,0.87,0
1982,0,1096,0.4,0
1983,0,252,0.8,1
1984,0,1096,0.5,0
1985,0,1096,0.7,0
1986,1,486,0.3,1
1987,0,54,0.3099,1
1988,0,1096,0.5,1
1989,0,90,0.1025,1
1990,0,13,0.5,1
1991,0,79,0.25,0
1992,0,1109,0.12,1
1993,0,314,0.12,1
1994,0,1096,0.5,1
1995,0,241,1.1,1
1996,0,555,0.175,1
1997,0,1046,0.28,1
1998,0,1107,0.5,1
1999,0,1022,1.2,0
2000,0,231,0.35,1
2001,1,213,0.1,1
2002,0,157,0.18,1
2003,0,1096,1.0,0
2004,1,303,0.2,1
2005,1,1068,0.9,1
2006,0,340,0.15,1
2007,0,578,0.3998,0
2008,1,397,0.5,1
2009,1,1220,0.5,0
2010,0,15,0.5,0
2011,0,1059,0.1,1
2012,0,377,0.32,1
2013,0,1107,0.2,1
2014,0,31,0.86,1
2015,1,213,0.47,0
2016,1,291,0.2,1
2017,0,778,0.6,1
2018,1,1005,2.5,0
2019,0,966,0.5,1
