,status,time,LoanOriginalAmount2,IsBorrowerHomeowner
2020,0,142,0.58,1
2021,0,111,0.1,1
2022,0,538,1.5,1
2023,0,48,0.275,1
2024,0,294,0.2,1
2025,0,190,0.3,1
2026,0,76,0.5,1
2027,1,272,0.4,1
2028,1,333,0.14,1
2029,0,537,0.6001,1
2030,1,213,0.3001,0
2031,0,1096,0.7,1
2032,0,134,0.255,1
2033,0,1096,0.2,0
2034,0,1089,0.4,1
2035,1,514,0.88,1
2036,0,747,1.0,0
2037,1,486,0.29,1
2038,0,6,1.1793,1
2039,1,760,0.2,0
2040,0,597,0.6001,1
2041,0,133,0.255,1
2042,0,141,0.5,1
2043,1,333,1.2,0
2044,0,1085,0.325,1
2045,1,762,2.5,0
2046,0,326,0.35,1
2047,0,973,0.255,1
2048,0,635,0.1325,1
2049,0,540,0.7,1
2050,0,365,0.3,0
2051,1,213,0.3,1
2052,1,182,1.0001,0
2053,0,1096,0.3,1
2054,0,33,0.1,0
2055,0,1096,0.5,0
2056,0,1107,0.15,1
2057,1,455,0.31,1
2058,0,534,0.65,1
2059,0,343,0.3,0
2060,0,216,0.68,1
2061,0,427,0.35,1
2062,1,303,0.35,0
2063,0,109,0.35,1
2064,0,722,0.19,1
2065,0,1096,0.48,1
2066,0,447,0.6001,1
2067,1,1114,0.25,1
2068,0,1096,0.3001,1
2069,0,426,2.2,1
2070,0,1096,0.2,1
2071,0,1096,0.25,1
2072,0,823,0.48,1
2073,0,1096,0.255,1
2074,0,1096,0.275,1
2075,0,540,0.25,1
2076,0,182,0.1,0
2077,0,1068,0.31,1
2078,0,284,0.3,1
2079,0,822,0.5,0
2080,0,873,0.35,1
2081,0,1096,0.3001,1
2082,0,83,0.45,0
2083,1,304,0.7,1
2084,0,895,0.85,1
2085,0,374,0.1,1
2086,1,486,0.4,1
2087,0,443,0.3,0
2088,0,1096,0.49,0
2089,1,578,0.1,1
2090,0,50,0.1,0
2091,0,792,0.35,1
2092,1,183,0.12,1
2093,0,1096,0.2,1
2094,0,999,1.5,1
2095,0,1096,0.55,1
2096,0,74,0.45,1
2097,0,1096,0.3,1
2098,1,486,2.5,0
2099,0,218,0.5,0
2100,0,1096,0.1,1
2101,0,210,1.5,1
2102,0,1126,0.33,1
2103,1,578,0.1,0
2104,1,272,1.8,1
2105,1,213,0.175,1
2106,0,368,0.4,0
2107,1,213,0.6,0
2108,0,578,0.15,1
2109,0,1099,0.1,1
2110,0,259,0.45,1
2111,1,730,0.7,1
2112,0,923,0.55,0
2113,1,486,0.15,0
2114,0,1096,0.1025,0
2115,1,274,1.18,1
2116,1,852,2.5,0
2117,0,73,0.3001,1
2118,0,154,0.1,0
2119,0,1096,1.5,0
2120,0,1096,0.462,0
2121,0,738,0.25,1
2122,0,1096,0.45,1
2123,0,411,1.0,0
2124,0,277,2.0,0
2125,0,1096,0.45,1
2126,0,701,0.1,0
2127,0,794,0.35,1
2128,0,125,0.3,1
2129,1,213,0.34,1
2130,0,85,0.5,1
2131,0,111,0.44,1
2132,0,1154,0.6,1
2133,1,182,0.3,1
2134,0,1096,0.25,0
2135,0,1029,0.35,0
2136,1,304,0.55,1
2137,0,86,0.1,1
2138,0,677,0.5,1
2139,1,425,0.1,1
2140,1,1156,0.18,1
2141,0,1096,0.1,1
2142,0,866,0.4,1
2143,0,921,1.5,1
2144,0,316,0.45,1
2145,1,182,0.26,1
2146,0,304,0.625,0
2147,1,394,1.5,0
2148,0,176,0.1,1
2149,0,864,0.1,1
2150,0,1035,0.6,1
2151,0,197,0.1,1
2152,0,399,0.15,1
2153,1,212,2.4,1
2154,1,364,0.25,1
2155,1,455,0.325,1
2156,1,425,0.1,1
2157,0,1096,0.3,1
2158,1,609,1.0,1
2159,1,274,1.0,1
2160,1,151,0.255,1
2161,0,1096,0.2,0
2162,0,394,1.0,1
2163,1,243,0.3,1
2164,0,258,0.3001,1
2165,0,89,1.0,1
2166,1,333,0.4,1
2167,0,839,0.1,1
2168,1,486,0.72,1
2169,0,1096,0.5,1
2170,0,142,0.1,1
2171,1,425,0.15,1
2172,0,1096,0.6,1
2173,0,1096,0.6001,1
2174,1,700,0.3,0
2175,1,211,0.3001,1
2176,0,1096,0.35,0
2177,1,303,0.3,1
2178,0,1096,0.5,1
2179,0,1096,0.8998,1
2180,0,1063,0.7,0
2181,0,50,0.6001,1
2182,0,1096,0.1,1
2183,0,1096,0.1,1
2184,0,1096,0.3,1
2185,1,274,0.5,0
2186,0,51,0.3,0
2187,0,1096,1.0,1
2188,0,1096,0.25,0
2189,1,152,0.3,1
2190,0,44,0.3,1
2191,0,1096,0.5,1
2192,0,1096,0.25,1
2193,1,397,0.3001,1
2194,0,636,0.125,1
2195,0,28,0.5,1
2196,1,302,0.1,1
2197,0,541,0.255,1
2198,0,69,0.1,1
2199,0,1096,2.5,1
2200,0,1096,1.5,0
2201,0,483,0.3,0
2202,0,106,0.6,0
2203,1,151,0.1,1
2204,0,1093,0.3,0
2205,1,152,0.51,1
2206,1,272,1.0,1
2207,1,274,0.25,1
2208,0,251,0.6,0
2209,1,182,0.68,1
2210,1,243,0.4,1
2211,0,938,0.9,1
2212,0,1096,1.0,0
2213,0,303,1.0,0
2214,1,425,0.25,1
2215,0,173,0.5,1
2216,1,333,0.3001,1
2217,1,182,0.7,1
2218,0,819,0.145,1
2219,0,1168,0.1,0
2220,0,577,0.5,1
2221,0,1066,0.3,1
2222,1,183,0.2575,0
2223,0,1096,0.15,0
2224,0,1000,0.6727,1
2225,0,1035,0.35,1
2226,0,237,0.7,0
2227,1,333,0.3001,1
2228,0,1096,0.5,0
2229,0,1127,0.2,1
2230,1,364,0.2,0
2231,0,1096,0.6566,0
2232,0,488,0.3001,1
2233,0,1096,1.5,0
2234,0,181,0.25,0
2235,0,22,0.255,1
2236,0,98,0.3,0
2237,1,272,0.1,1
2238,0,1096,0.5,1
2239,0,1064,0.46,1
2240,0,111,0.5,1
2241,0,1096,0.5,1
2242,0,1085,0.3,1
2243,1,183,0.3,0
2244,1,1217,0.2,1
2245,1,212,0.3,0
2246,1,486,1.1,0
2247,1,486,0.15,1
2248,0,1096,0.2,1
2249,0,639,0.7,0
2250,0,895,0.1,1
2251,1,577,0.34,0
2252,0,1096,0.3,1
2253,0,986,0.9546,1
2254,0,531,0.21,1
2255,0,918,0.6,1
2256,0,1182,0.4,1
2257,1,1219,0.14,1
2258,0,974,0.335,0
2259,1,211,0.255,1
2260,0,1096,0.6,0
2261,0,1096,0.18,0
2262,1,760,1.5,0
2263,0,1096,0.3001,0
2264,0,1096,0.6,0
2265,0,124,0.3,0
2266,1,303,0.1,0
2267,1,304,0.75,0
2268,0,1070,1.5,0
2269,1,425,2.5,0
2270,0,1096,0.7,1
2271,0,1119,0.5,1
2272,0,976,0.5,0
2273,0,701,0.3,1
2274,1,425,0.25,1
2275,1,455,0.1,1
2276,0,892,0.99,1
2277,1,455,0.5,1
2278,0,1035,1.4,0
2279,0,1079,1.0,1
2280,1,424,0.3,1
2281,0,912,0.8,1
2282,1,152,0.16,1
2283,0,1100,0.25,0
2284,0,1096,0.42,0
2285,0,1096,0.5,1
2286,0,521,0.2,0
2287,0,204,0.3,1
2288,0,1096,0.3,0
2289,1,333,0.45,1
2290,1,699,0.4,0
2291,1,152,0.15,1
2292,0,387,0.3,1
2293,0,433,1.85,0
2294,0,799,1.8,1
2295,0,1096,0.5,1
2296,0,1096,0.63,0
2297,0,638,0.6,0
2298,1,302,0.1,1
2299,0,483,0.4,0
2300,0,832,1.0,1
2301,0,833,0.25,1
2302,1,305,0.485,1
2303,0,431,0.1,1
2304,0,1065,0.3,1
2305,0,1096,0.125,0
2306,1,182,0.1,1
2307,0,1096,0.3,0
2308,0,823,0.2,1
2309,0,71,0.8,0
2310,1,366,0.6,0
2311,1,303,0.10400000000000001,1
2312,0,1096,0.15,1
2313,0,154,1.3087,1
2314,0,168,0.114,1
2315,0,90,0.4,1
2316,0,913,0.1,1
2317,0,1096,0.3,1
2318,0,1019,0.33,0
2319,0,57,0.9,0
2320,0,1096,0.7,1
2321,1,182,0.6001,0
2322,0,29,0.3,0
2323,0,1097,0.6,1
2324,1,336,0.3,1
2325,0,2,0.3,0
2326,0,1096,0.255,1
2327,0,1096,0.2025,1
2328,0,1096,0.15,1
2329,0,643,0.62,0
2330,1,456,0.3,1
2331,1,729,0.75,0
2332,0,1096,0.65,0
2333,1,152,0.26,1
2334,0,1096,0.2,1
2335,0,120,1.0,0
2336,0,43,0.7,0
2337,0,1096,0.58,0
2338,0,407,0.255,1
2339,0,138,0.3595,1
2340,0,133,0.255,0
2341,0,763,0.1,1
2342,0,1132,1.7,0
2343,0,780,0.5,1
2344,0,204,0.25,0
2345,0,301,0.1,1
2346,0,1096,0.185,0
2347,0,746,0.73,0
2348,0,97,0.1,1
2349,0,1096,0.4,1
2350,0,388,0.5,1
2351,0,330,0.3,0
2352,0,697,0.5,1
2353,0,1074,0.65,1
2354,1,244,1.0,1
2355,1,364,0.1,1
2356,1,364,2.5,0
2357,0,116,0.5,1
2358,1,639,0.3035,1
2359,0,710,0.3,1
2360,1,305,0.5,1
2361,0,1096,0.135,0
2362,1,333,0.1,1
2363,0,365,1.5,1
2364,1,364,0.15,1
2365,0,1096,1.0,0
2366,1,272,0.3,0
2367,0,543,0.35,1
2368,0,1096,0.25,1
2369,0,1096,0.125,1
2370,0,391,0.25,0
2371,0,841,0.11,1
2372,0,822,0.2,1
2373,0,35,0.25,1
2374,1,578,1.295,0
2375,0,161,0.255,1
2376,1,274,0.2,1
2377,0,307,0.5,1
2378,1,242,0.35,1
2379,0,1060,1.05,0
2380,1,638,0.5,0
2381,0,238,0.65,0
2382,1,388,0.4,0
2383,1,243,1.5,1
2384,1,547,0.9,1
2385,1,272,2.5,1
2386,1,364,0.25,1
2387,1,304,0.3,1
2388,1,212,0.5,0
2389,0,573,1.5,0
2390,0,725,0.255,1
2391,1,762,0.1,1
2392,0,819,0.1,1
2393,0,640,0.1,0
2394,0,1096,0.1,1
2395,1,212,0.4,1
2396,0,974,0.1,1
2397,0,1018,0.22,1
2398,0,700,0.2,1
2399,0,1096,1.9,0
2400,1,302,0.15,1
2401,0,1096,0.4,0
2402,0,1096,1.35,0
2403,0,860,0.3,1
2404,1,333,0.105,1
2405,0,1096,0.3001,1
2406,1,212,0.3,1
2407,0,1096,0.9,0
2408,0,803,0.35,1
2409,0,1096,2.0,1
2410,1,578,0.3,1
2411,0,1096,0.4,1
2412,0,33,0.2,0
2413,1,152,0.25,0
2414,1,456,0.25,1
2415,0,700,2.5,0
2416,0,1022,0.1,1
2417,0,1062,1.0,0
2418,0,244,0.275,1
2419,0,902,0.1,1
2420,0,574,0.65,1
2421,1,363,1.2,1
2422,0,1096,0.12,1
2423,1,213,0.13,0
2424,1,242,0.35,0
2425,1,213,0.315,1
2426,0,1027,0.3001,1
2427,0,153,0.7,1
2428,0,963,1.7,1
2429,1,182,0.2,1
2430,0,463,0.35,1
2431,0,870,0.76,1
2432,0,1096,2.5,0
2433,0,1096,1.0001,1
2434,1,213,0.5,1
2435,0,1096,0.5,0
2436,0,577,0.3001,1
2437,1,243,1.0,1
2438,0,1096,1.675,1
2439,0,210,0.3,1
2440,0,1096,0.11,1
2441,1,335,0.4,0
2442,0,493,0.7,1
2443,1,364,0.3,1
2444,1,183,0.7,1
2445,1,243,0.3,1
2446,0,164,0.1,1
2447,0,1089,0.14,0
2448,0,291,0.3,1
2449,0,451,0.5,1
2450,0,1096,0.3,1
2451,1,274,0.425,1
2452,0,126,0.3999,1
2453,0,1076,0.3,1
2454,1,182,0.1,1
2455,0,247,2.5,0
2456,0,311,0.3,1
2457,0,635,0.354,1
2458,0,59,0.1,0
2459,0,84,0.5,1
2460,0,767,0.25,1
2461,0,124,0.3,1
2462,1,244,0.25,0
2463,0,1096,0.25,1
2464,0,374,0.5,1
2465,0,1036,0.12,1
2466,0,1021,0.75,1
2467,1,272,0.15,1
2468,0,811,0.85,1
2469,1,1189,0.7,1
2470,0,188,0.12,1
2471,0,222,0.6,0
2472,0,1002,0.255,1
2473,0,1096,1.2,0
2474,0,787,0.3,1
2475,0,1096,0.1,1
2476,0,1039,0.18,1
2477,0,1096,1.5,0
2478,0,219,0.56,0
2479,1,182,0.3,1
2480,0,318,0.1,1
2481,1,152,0.1025,1
2482,0,532,0.3,1
2483,1,303,0.25,1
2484,0,1096,1.15,1
2485,0,1004,0.3002,1
2486,1,1158,2.5,1
2487,0,1096,0.35,1
2488,0,330,0.35,0
2489,0,1096,0.125,1
2490,0,453,0.85,0
2491,0,569,0.1,0
2492,0,1096,0.9999,1
2493,0,1096,0.15,1
2494,0,414,0.3,1
2495,0,1096,0.1,1
2496,0,824,0.3,1
2497,0,1096,0.55,1
2498,1,241,0.35,1
2499,0,1096,0.5,0
2500,1,333,1.2,1
2501,0,351,1.0,1
2502,0,169,0.3,0
2503,0,622,0.5,0
2504,0,1096,1.5,0
2505,0,572,0.3,1
2506,1,394,0.5,1
2507,0,251,0.255,1
2508,0,1096,0.3,0
2509,1,608,0.26,1
2510,0,165,0.4,0
2511,1,455,0.25,1
2512,0,1096,0.6,1
2513,0,1027,0.17,1
2514,0,92,0.2,0
2515,0,15,0.5,0
2516,0,1089,0.95,0
2517,0,612,0.13,1
2518,0,973,0.28,1
2519,0,1096,0.5,0
2520,0,104,0.1,1
2521,0,21,0.255,1
2522,1,364,0.5,0
2523,0,424,0.15,1
2524,0,1035,0.3,1
2525,1,366,0.15,1
2526,0,1104,0.25,1
2527,0,361,0.9,0
2528,0,1096,0.2,0
2529,1,363,0.5,1
2530,0,1096,0.2,0
2531,0,573,0.2501,1
2532,0,659,0.45,1
2533,1,182,0.9,1
2534,0,1096,0.1,1
2535,0,507,0.5,0
2536,0,1063,1.4,1
2537,0,595,0.8,0
2538,0,286,0.28,1
2539,1,394,0.38,1
2540,0,1107,0.1,0
2541,0,1096,0.5499,0
2542,0,59,0.1,1
2543,0,555,1.0001,0
2544,0,177,0.45,0
2545,0,1040,0.15,1
2546,0,1096,0.1905,1
2547,0,661,0.3,1
2548,0,625,0.1,1
2549,0,498,0.255,1
2550,0,194,1.5,0
2551,0,1096,0.275,0
2552,1,151,0.21,1
2553,0,798,0.5,1
2554,0,565,1.0,0
2555,1,364,2.1,1
2556,0,311,0.3,0
2557,0,153,0.9,1
2558,0,1085,1.0,1
2559,1,304,0.5,1
2560,1,152,0.1,1
2561,1,1219,0.2,1
2562,1,578,0.6,1
2563,1,213,0.27,1
2564,1,211,0.125,1
2565,0,1096,0.1,1
2566,0,1096,0.255,1
2567,0,884,1.0,1
2568,0,915,0.7,1
2569,0,1096,0.6,0
2570,0,485,0.6001,1
2571,1,182,0.3,1
2572,0,663,0.6,1
2573,0,796,0.3,1
2574,0,670,0.1,1
2575,0,568,0.25,1
2576,0,1096,0.45,1
2577,0,1096,0.1,0
2578,0,1096,0.1,0
2579,0,1096,0.2,0
2580,0,1123,1.0,1
2581,0,1096,0.6,0
2582,0,157,0.3,0
2583,0,250,0.78,0
2584,0,1224,0.8,1
2585,0,1096,0.2,1
2586,0,804,0.2,1
2587,0,281,0.1,1
2588,0,405,0.3001,1
2589,1,975,1.0,0
2590,0,1096,0.35,1
2591,0,260,0.2625,1
2592,0,1096,0.3,1
2593,0,340,0.1,1
2594,0,1096,0.57,1
2595,1,1219,0.4674,0
2596,0,1096,0.1,0
2597,0,1032,0.3,0
2598,0,64,0.25,0
2599,0,938,0.2,1
2600,0,814,1.24,0
2601,1,243,1.3,1
2602,0,279,0.1,0
2603,0,961,0.35,0
2604,0,1096,0.1,1
2605,0,343,0.55,1
2606,0,1096,0.2,0
2607,0,1066,0.4,1
2608,1,946,0.1,0
2609,0,1096,1.3,0
2610,1,425,0.13,1
2611,0,1096,0.1,0
2612,1,213,0.3001,1
2613,1,211,1.2,0
2614,0,1096,0.5,0
2615,0,234,0.35,1
2616,0,1093,0.18,1
2617,0,396,0.15,0
2618,0,187,0.2,0
2619,1,182,0.1,0
2620,1,213,1.0001,1
2621,0,1088,0.3,1
2622,0,1096,0.325,0
2623,0,1096,0.2,0
2624,1,366,0.27,1
2625,0,985,0.7,0
2626,0,437,0.6001,0
2627,0,1106,0.28,1
2628,1,152,0.15,1
2629,0,1096,1.0,0
2630,0,23,0.25,0
2631,0,1021,0.25,1
2632,0,1096,0.2,1
2633,1,182,0.1,1
2634,0,531,0.1,1
2635,1,577,0.3,1
2636,0,1096,0.575,0
2637,0,1095,0.3,0
2638,0,284,2.5,0
2639,0,116,0.49,0
2640,0,1130,0.565,0
2641,0,1096,0.3,1
2642,0,518,0.5,1
2643,0,503,0.3,1
2644,0,316,0.48,0
2645,0,1096,0.32,1
2646,0,1041,0.55,1
2647,0,1096,0.5,1
2648,1,151,1.0,1
2649,0,1068,0.15,1
2650,1,303,0.4,0
2651,0,155,0.6001,1
2652,0,1096,0.3,1
2653,0,775,0.95,1
2654,1,394,0.25,1
2655,0,1096,0.1,1
2656,0,1127,0.2,0
2657,1,363,0.2,1
2658,0,246,0.7,0
2659,0,966,0.12,1
2660,0,151,0.15,1
2661,0,296,0.3,1
2662,0,228,0.15,1
2663,0,994,0.5,1
2664,0,1096,0.15,1
2665,0,1096,0.14,1
2666,0,1089,0.18,1
2667,0,1096,0.55,1
2668,0,559,0.2,0
2669,0,237,0.315,1
2670,0,1096,0.4775,1
2671,1,182,0.3,1
2672,0,750,0.2,1
2673,1,305,0.25,1
2674,0,1084,0.4,1
2675,1,272,0.5,0
2676,0,801,0.255,1
2677,1,152,0.1005,1
2678,0,1038,0.1,1
2679,1,394,0.7,0
2680,0,929,1.0,1
2681,0,731,0.15,1
2682,0,1033,0.23,0
2683,0,191,0.3,0
2684,0,178,0.255,1
2685,0,1096,0.2,1
2686,1,302,0.2,0
2687,1,608,0.305,1
2688,0,951,0.34,1
2689,1,151,0.3,1
2690,1,183,0.5,1
2691,0,1096,0.1,1
2692,0,1107,0.33,1
2693,0,121,0.3,1
2694,0,647,0.4,1
2695,0,1096,2.5,0
2696,1,272,0.3,1
2697,0,348,1.25,1
2698,1,1189,0.275,0
2699,1,578,0.305,0
2700,0,538,0.2,1
2701,0,1096,0.25,1
2702,0,1096,0.15,0
2703,0,963,0.255,1
2704,1,425,0.38,1
2705,1,243,0.5,1
2706,0,1016,1.25,0
2707,0,311,0.255,0
2708,0,1096,1.1,1
2709,0,88,0.1,1
2710,0,734,0.5,1
2711,0,559,0.75,1
2712,1,516,0.35,1
2713,0,1009,0.3001,1
2714,1,394,0.3,1
2715,0,1096,0.255,1
2716,0,1096,0.2,0
2717,0,1049,1.5,1
2718,0,700,0.25,1
2719,0,92,0.4,1
2720,0,1096,0.75,1
2721,0,1070,0.6,0
2722,0,853,1.0,1
2723,1,152,0.3001,0
2724,0,788,0.2,1
2725,1,272,2.5,1
2726,0,1085,0.85,1
2727,0,812,0.355,1
2728,1,241,0.35,1
2729,0,454,0.1,0
2730,0,1096,0.255,1
2731,0,1096,0.3001,0
2732,0,615,0.1,1
2733,1,823,0.31,0
2734,0,624,0.7,0
2735,1,333,0.3031,1
2736,0,220,1.0,1
2737,0,1033,0.35,1
2738,0,1004,0.45,1
2739,0,1096,0.255,1
2740,1,304,0.3001,1
2741,1,364,0.16,1
2742,0,1083,0.5,1
2743,0,1096,0.25,1
2744,0,1096,0.2,1
2745,1,855,0.3,0
2746,0,1120,0.1,1
2747,0,1052,0.2,0
2748,1,944,2.5,1
2749,0,161,1.7,1
2750,0,1035,0.8,1
2751,1,333,0.75,0
2752,0,1084,0.255,1
2753,0,256,0.5,1
2754,0,943,0.35,1
2755,1,364,0.4,0
2756,0,185,0.3,0
2757,0,281,0.12,1
2758,0,1096,0.15,0
2759,1,304,0.355,0
2760,1,486,0.2551,1
2761,0,669,0.3,1
2762,0,1096,1.0,1
2763,0,156,0.46,1
2764,1,336,0.325,1
2765,0,1096,0.3,1
2766,0,660,0.1,1
2767,1,274,1.5,0
2768,1,364,0.3,1
2769,0,414,0.1,1
2770,1,609,0.5,1
2771,0,1096,0.4,1
2772,0,1096,1.0,1
2773,0,800,0.5,0
2774,0,1096,0.3,0
2775,0,1097,0.11,1
2776,0,972,0.3005,0
2777,1,364,0.3001,1
2778,0,252,0.12,1
2779,0,23,0.1,0
2780,0,1096,0.15,1
2781,1,305,0.7,1
2782,1,242,0.255,1
2783,1,616,0.68,1
2784,0,959,0.255,1
2785,0,1105,1.0,0
2786,1,702,0.1,1
2787,0,138,0.25,0
2788,0,72,0.9,1
2789,1,272,0.255,1
2790,0,170,0.5,0
2791,0,234,0.6001,1
2792,1,547,0.1,1
2793,0,821,0.5,0
2794,0,1096,0.35,1
2795,1,1097,0.25,0
2796,1,244,0.2,1
2797,0,819,1.85,1
2798,0,85,0.5,0
2799,0,514,0.25,1
2800,0,162,0.7,1
2801,0,204,0.4816,0
2802,0,406,0.1,1
2803,0,1120,0.18,1
2804,0,347,0.1,0
2805,0,164,1.8,0
2806,0,375,0.47,1
2807,0,1096,0.2,1
2808,0,1096,1.5,1
2809,0,103,0.1,1
2810,1,638,0.8,0
2811,1,1217,0.5,1
2812,1,364,0.45,1
2813,0,444,1.0,0
2814,1,241,0.255,1
2815,0,145,0.5,1
2816,0,1035,0.6001,1
2817,0,1096,0.3,1
2818,0,953,0.2,0
2819,0,95,0.5,1
2820,1,702,0.16,1
2821,0,409,0.6001,1
2822,0,445,0.5,0
2823,1,364,0.1,1
2824,0,1096,0.3,1
2825,1,456,0.35,1
2826,1,517,0.4,1
2827,0,887,0.25,1
2828,1,486,0.3001,0
2829,1,242,0.255,1
2830,0,1078,0.8,1
2831,1,213,0.25,1
2832,0,92,0.3001,0
2833,0,832,0.45,1
2834,0,299,0.3,1
2835,0,1087,0.6,1
2836,0,1096,0.3,1
2837,0,1105,0.25,1
2838,0,3,0.3,1
2839,0,93,0.29,1
2840,0,1096,0.85,0
2841,1,211,0.1525,1
2842,0,66,0.25,0
2843,0,189,1.0,0
2844,0,658,1.2,1
2845,1,366,2.0,1
2846,0,1096,0.35,1
2847,0,1096,1.75,0
2848,0,953,0.3,1
2849,1,241,0.1,1
2850,1,272,0.3,0
2851,0,161,1.0,1
2852,0,415,0.5,0
2853,1,427,0.31,1
2854,0,508,0.5,0
2855,1,213,0.71,1
2856,0,1096,0.3,0
2857,0,1096,0.2,1
2858,1,638,0.15,0
2859,0,142,0.5,1
2860,1,699,0.3,0
2861,0,798,0.6001,0
2862,0,434,0.5,1
2863,0,1096,0.17,0
2864,0,1071,0.6001,1
2865,0,522,0.255,0
2866,0,1096,0.18,0
2867,0,677,0.3,1
2868,0,640,0.25,0
2869,0,1096,0.35,1
2870,0,301,0.6,0
2871,0,630,0.4,1
2872,0,320,0.65,1
2873,0,86,0.255,1
2874,1,213,0.3,1
2875,0,496,0.233,1
2876,0,540,0.3,1
2877,0,1096,0.15,1
2878,0,1043,0.35,0
2879,0,418,0.1525,0
2880,0,1096,0.2,1
2881,0,766,0.36,0
2882,0,1049,0.11199999999999999,1
2883,1,333,0.595,1
2884,0,1096,0.305,1
2885,0,1066,0.45,1
2886,0,1096,0.19,1
2887,0,660,1.213,1
2888,0,748,0.3001,1
2889,0,1096,0.12,1
2890,0,127,0.3,0
2891,0,1035,0.65,1
2892,0,264,0.38,1
2893,0,306,0.15,1
2894,0,246,0.1,1
2895,0,1096,0.5,1
2896,1,213,0.65,1
2897,0,415,0.2,1
2898,0,1096,0.15,1
2899,0,617,0.1,1
2900,0,1096,0.1,1
2901,0,383,0.255,1
2902,1,333,0.175,1
2903,0,1066,0.5,1
2904,1,456,1.5,0
2905,0,586,1.2,1
2906,0,28,2.0,0
2907,1,302,0.505,1
2908,0,133,0.65,1
2909,0,94,0.2,1
2910,0,596,0.315,1
2911,0,631,0.125,1
2912,0,1096,0.25,1
2913,1,182,0.4,1
2914,0,298,0.95,1
2915,0,25,0.1,1
2916,0,343,0.75,0
2917,0,954,1.495,1
2918,1,213,2.5,1
2919,0,423,0.6001,0
2920,1,394,1.5,0
2921,0,513,0.5,1
2922,1,152,0.3,1
2923,1,394,0.26,1
2924,1,548,0.3,1
2925,1,394,1.0,1
2926,0,1096,0.2,1
2927,1,303,0.35,1
2928,0,882,0.3,1
2929,0,144,0.2105,1
2930,0,1096,1.5,1
2931,0,2,0.4997,0
2932,0,38,0.4,1
2933,0,910,0.35,1
2934,0,1066,0.75,0
2935,1,152,0.1,1
2936,1,363,0.1,1
2937,0,1096,0.3,1
2938,0,1096,0.25,1
2939,1,271,0.6001,1
2940,0,1096,0.2025,1
2941,0,49,0.1,1
2942,0,486,1.5,0
2943,1,455,0.15,1
2944,0,1092,0.75,0
2945,0,397,0.3,0
2946,0,55,0.3,1
2947,0,738,1.25,0
2948,0,1107,0.1,1
2949,1,577,0.3,1
2950,1,333,0.1,1
2951,0,1056,0.35,1
2952,0,186,1.5,0
2953,0,697,0.3,1
2954,1,455,0.6001,1
2955,0,569,0.5,1
2956,1,577,0.8,1
2957,0,302,0.16,1
2958,0,1096,0.4,1
2959,0,943,0.3001,0
2960,0,1096,0.25,1
2961,0,745,0.4,1
2962,0,1035,1.25,0
2963,1,486,0.255,1
2964,0,1096,0.115,1
2965,0,763,0.7,1
2966,1,272,0.5,0
2967,0,1096,1.0,1
2968,0,1002,0.9,0
2969,0,636,0.2,0
2970,0,1096,0.1875,1
2971,0,966,0.3,0
2972,0,1096,0.13,1
2973,1,302,0.22,1
2974,1,885,0.4,1
2975,1,394,0.255,1
2976,1,455,0.45,1
2977,1,151,0.3,1
2978,0,1066,0.1125,1
2979,0,974,0.255,1
2980,0,924,1.0,1
2981,0,1,0.2,1
2982,0,993,0.135,1
2983,0,706,0.5,1
2984,0,79,0.255,1
2985,0,1096,1.25,1
2986,1,1220,0.255,1
2987,0,782,0.1,1
2988,0,1096,0.2,1
2989,1,213,0.7,1
2990,0,506,2.5,1
2991,0,67,0.4,0
2992,0,1096,0.32,1
2993,1,822,0.5,1
2994,0,849,1.0,1
2995,0,1096,0.255,1
2996,0,205,1.0,1
2997,0,1096,0.3,0
